نام ژنریک	کد ژنریک
CABOZANTINIB (AS (S)-MALATE) TABLET ORAL 60 mg	52847
POMALIDOMIDE CAPSULE ORAL 4 mg	52848
COVID-19 VACCINE (1) (adenovirus viral vector) INJECTION PARENTERAL  2 {dose}	52849
COVID-19 VACCINE (2) (adenovirus viral vector) INJECTION PARENTERAL  2 {dose}	52850
PIRFENIDONE TABLET ORAL 801 mg	52851
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  3 {dose}	52852
BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY 160 ug/4.5 ug	52853
BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY 320 ug/9 ug	52854
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) EMULSION RESPIRATORY 10 ug/0.2mL 20 {dose}	52856
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) INJECTION, EMULSION INTRAMUSCULAR 10 ug/0.2mL 20 {dose}	52857
AFLIBERCEPT INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 8 mL	52858
BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY 160 ug/9 ug	52861
COVID-19 VACCINE, mRNA INJECTION INTRAMUSCULAR 30 ug/1{dose} 5 {dose}	52868
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  5 {dose}	52872
COVID-19 VACCINE, NON CONJUGATE, RECOMBINANT INJECTION INTRAMUSCULAR  1 {dose}	52873
COVID-19 VACCINE, NON CONJUGATE, RECOMBINANT INJECTION INTRAMUSCULAR  10 {dose}	52874
DARUNAVIR (AS ETHANOLATE) TABLET ORAL 800 mg	52875
URSODEOXYCHOLIC ACID SUSPENSION ORAL 250 mg/5mL 250 mL	52876
COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]	52878
COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]	52879
COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]	52880
TEMSIROLIMUS INJECTION, SOLUTION, CONCENTRATE PARENTERAL 5 mg/1mL 1 mL	52883
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  20 {dose}	52884
MESALAZINE TABLET, EXTENDED RELEASE ORAL 1600 mg	52885
CARFILZOMIB INJECTION, POWDER, FOR SOLUTION PARENTERAL 30 mg	52893
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) INJECTION, EMULSION INTRAMUSCULAR 25 ug/0.5mL 16 {dose}	52895
AMINO ACID 10% (3) INJECTION, SOLUTION INTRAVENOUS 5.8 mg/12 mg/16.925 mg/2 mg/3.5 mg/8.2 mg/3 mg/8.7 mg/8.2 mg/9.8 mg/6.2 mg/0.4 mg/5.305 mg/3 mg/7.6 mg/0.6 mg/3.155 mg/2.01 mg/1mL 250 mL	52896
AMINO ACID 10% (3) INJECTION, SOLUTION INTRAVENOUS 5.8 mg/12 mg/16.925 mg/2 mg/3.5 mg/8.2 mg/3 mg/8.7 mg/8.2 mg/9.8 mg/6.2 mg/0.4 mg/5.305 mg/3 mg/7.6 mg/0.6 mg/3.155 mg/2.01 mg/1mL 500 mL	52897
TRAMADOL HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 300 mg	52898
TRAMETINIB (AS DIMETHYL SULFOXIDE) TABLET ORAL 0.5 mg	52900
COVID-19 VACCINE, WHOLE VIRION, INACTIVATED, VERO CELL-DERIVED INJECTION PARENTERAL  4 {dose}	52901
IBUPROFEN / OXYCODONE HYDROCHLORIDE TABLET ORAL 400 mg/5 mg	52902
NATAMYCIN SOLUTION, DROPS OPHTHALMIC 5 % 5 mL	52905
PYRVINIUM SUSPENSION ORAL 50 mg/5mL 50 mL	52906
PYRVINIUM SUSPENSION ORAL 50 mg/5mL 25 mL	52907
LIPID INFUSION 20% (3) INJECTION, EMULSION INTRAVENOUS 80 mg/100 mg/20 mg/1mL 100 mL	52912
LIPID INFUSION 20% (3) INJECTION, EMULSION INTRAVENOUS 80 mg/100 mg/20 mg/1mL 250 mL	52913
LIPID INFUSION 20% (3) INJECTION, EMULSION INTRAVENOUS 80 mg/100 mg/20 mg/1mL 500 mL	52914
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) INJECTION, EMULSION INTRAMUSCULAR 10 ug/0.2mL 5 {dose}	52915
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) EMULSION RESPIRATORY 10 ug/0.2mL 5 {dose}	52916
INSULIN DEGLUDEC INJECTION, SOLUTION PARENTERAL 100 [iU]/1mL 3 mL	52917
INSULIN DEGLUDEC / INSULIN ASPART INJECTION, SOLUTION PARENTERAL 70 [iU]/30 [iU]/1mL 3 mL	52918
ABEMACICLIB TABLET ORAL 150 mg	52919
RISDIPLAM POWDER, FOR SOLUTION ORAL 0.75 mg/1mL 80 mL	52920
BRIGATINIB TABLET ORAL 90 mg	52923
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) INJECTION, EMULSION INTRAMUSCULAR 25 ug/0.5mL 1 {dose}	52926
COVID-19 VACCINE, RECOMBINANT (Protein Subunit) INJECTION, EMULSION INTRAMUSCULAR 25 ug/0.5mL 4 {dose}	52927
LINEZOLID INJECTION, SOLUTION PARENTERAL 2 mg/1mL 100 mL	52928
COVID-19 VACCINE, RECOMBINANT INJECTION, SUSPENSION INTRAMUSCULAR 80 ug/0.5mL 10 {dose}	52929
ANAGRELIDE HYDROCHLORIDE CAPSULE ORAL 1 mg	52930
SELUMETINIB (AS HYDROGEN SULFATE) CAPSULE ORAL 25 mg	52931
TERIFLUNOMIDE TABLET ORAL 7 mg	52932
COVID-19 VACCINE, RECOMBINANT INJECTION, SUSPENSION INTRAMUSCULAR 80 ug/0.5mL 1 {dose}	52935
CALCIUM FOLINATE INJECTION, POWDER PARENTERAL 200 mg	52936
BARICITINIB TABLET ORAL 1 mg	52937
DEXTRAN / SODIUM CHLORIDE INJECTION PARENTERAL 6 %/0.9 % 2 mL	52939
RIPASUDIL SOLUTION, DROPS OPHTHALMIC 0.4 % 5 mL	52944
EMICIZUMAB INJECTION, SOLUTION PARENTERAL 30 mg/1mL 1 mL	52947
EMICIZUMAB INJECTION, SOLUTION PARENTERAL 150 mg/1mL 0.4 mL	52948
EMICIZUMAB INJECTION, SOLUTION PARENTERAL 150 mg/1mL 0.7 mL	52949
EMICIZUMAB INJECTION, SOLUTION PARENTERAL 150 mg/1mL 1 mL	52950
CABOZANTINIB (AS (S)-MALATE) TABLET ORAL 20 mg	52951
PIRFENIDONE TABLET ORAL 267 mg	52952
PIRFENIDONE TABLET ORAL 534 mg	52953
VEDOLIZUMAB INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 300 mg	52954
POLIOMYELITIS VACCINE (NOVEL TYPE 2) SUSPENSION ORAL 20 {dose}	52956
ETHOSUXIMIDE SYRUP ORAL 250 mg/5mL 100 mL	52957
CLADRIBINE TABLET ORAL 10 mg	52958
IBRUTINIB TABLET ORAL 280 mg	52991
IBRUTINIB TABLET ORAL 420 mg	52992
IBRUTINIB TABLET ORAL 560 mg	52993
ROTAVIRUS VACCINE, PENTAVALENT, LIVE POWDER, FOR SUSPENSION ORAL  2.5 mL	52996
ROTAVIRUS VACCINE, PENTAVALENT, LIVE POWDER, FOR SUSPENSION ORAL  5 mL	52997
NUSINERSEN (AS SODIUM) INJECTION, SOLUTION PARENTERAL 2.4 mg/1mL 5 mL	52998
BUPIVACAINE HYDROCHLORIDE INJECTION PARENTERAL 0.25 % 4 mL	52999
EVOLOCUMAB INJECTION PARENTERAL 140 mg/1mL 3.5 mL	53001
POMALIDOMIDE CAPSULE ORAL 3 mg	53002
POMALIDOMIDE CAPSULE ORAL 2 mg	53003
POMALIDOMIDE CAPSULE ORAL 1 mg	53004
BUPIVACAINE HYDROCHLORIDE INJECTION PARENTERAL 0.5 % 4 mL	53010
INOTUZUMAB OZOGAMICIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 mg	53017
INFLUENZA VACCINE, RECOMBINANT, TETRAVALENT INJECTION PARENTERAL 1 {dose} 0.5 mL	53020
RIFAMPICIN SUSPENSION ORAL 20 mg/1mL 200 mL	53021
PAPAVERINE HYDROCHLORIDE INJECTION PARENTERAL 20 mg/1mL 2 mL	53026
CHLOROQUINE (AS PHOSPHATE) SUSPENSION ORAL 50 mg/5mL 60 mL	53028
STIRIPENTOL POWDER, FOR SUSPENSION ORAL 250 mg	53029
DABRAFENIB (AS MESILATE) CAPSULE ORAL 75 mg	53030
ISOTRETINOIN CAPSULE, LIQUID FILLED ORAL 10 mg	53031
ISOTRETINOIN CAPSULE ORAL 20 mg	53033
ISOTRETINOIN CAPSULE, LIQUID FILLED ORAL 30 mg	53034
ISOTRETINOIN CAPSULE, LIQUID FILLED ORAL 40 mg	53035
CHARCOAL ACTIVATED SUSPENSION ORAL 200 mg/1mL 125 mL	53036
IVOSIDENIB TABLET ORAL 250 mg	53037
TRAMETINIB (AS DIMETHYL SULFOXIDE) TABLET ORAL 2 mg	53040
ISOFLURANE INHALANT RESPIRATORY 100 % 250 mL	53048
PRALIDOXIME IODIDE INJECTION, SOLUTION PARENTERAL 25 mg/1 mL 20 mL	53051
IFOSFAMIDE INJECTION, SOLUTION PARENTERAL 40 mg/1mL 50 mL	53052
SURFACTANT (BOVINE LIPID EXTRACT) INJECTION, SUSPENSION TRANSTRACHEAL 27 mg/1mL 4 mL	53059
SURFACTANT (BOVINE LIPID EXTRACT) INJECTION, SUSPENSION TRANSTRACHEAL 27 mg/1mL 3 mL	53060
LIPID INFUSION 10% (2) INJECTION, SOLUTION INTRAVENOUS 100 mg/22 mg/12 mg/1mL 500 mL	53067
TRAMADOL HYDROCHLORIDE INJECTION PARENTERAL 50 mg/1mL 2 mL	53076
MOCLOBEMIDE TABLET ORAL 300 mg	53077
OLOPATADINE (AS HYDROCHLORIDE) SOLUTION, DROPS OPHTHALMIC 0.2 % 2.5 mL	53078
AXITINIB TABLET ORAL 5 mg	53079
HUMAN PAPILLOMAVIRUS VACCINE (9-VALENT) INJECTION PARENTERAL 0.5 mL	53081
HUMAN PAPILLOMAVIRUS VACCINE (BIVALENT) INJECTION PARENTERAL 0.5 mL	53082
LEVODOPA / BENSERAZIDE TABLET, ORALLY DISINTEGRATING ORAL 100 mg/25 mg	53089
TRASTUZUMAB DERUXTECAN INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg	53090
FOMEPIZOLE (AS SULFATE) INJECTION PARENTERAL 5 mg/1mL 20 mL	53092
OMALIZUMAB INJECTION, SOLUTION PARENTERAL 150 mg/1mL 1 mL	53096
EFAVIRENZ SUSPENSION ORAL 30 mg/1mL 180 mL	53097
ZOSTER VACCINE, RECOMBINANT INJECTION, POWDER, FOR SUSPENSION PARENTERAL 50 ug/0.5mL	53099
ATAZANAVIR (AS SULFATE) TABLET ORAL 200 mg	53102
UROFOLLITROPIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 150 [iU]	53103
CHORIONIC GONADOTROPHIN (HUMAN) INJECTION, POWDER, FOR SOLUTION PARENTERAL 10000 [iU]	53104
IMIQUIMOD CREAM TOPICAL 5 % 7.5 g	53111
VEDOLIZUMAB INJECTION, SOLUTION PARENTERAL 108 mg/0.68mL	53114
TRIPTORELIN (AS ACETATE) Microspheres INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 3.75 mg	53119
PERTUZUMAB / TRASTUZUMAB INJECTION PARENTERAL 60 mg/60 mg/1mL 10 mL	53123
PERTUZUMAB / TRASTUZUMAB INJECTION PARENTERAL 80 mg/40 mg/1mL 15 mL	53124
METHOTREXATE SODIUM INJECTION PARENTERAL 5 mg/1mL 3 mL	53125
LEVODOPA / BENSERAZIDE CAPSULE, EXTENDED RELEASE ORAL 100 mg/25 mg	53129
INSULIN GLARGINE / LIXISENATIDE INJECTION PARENTERAL 100 [iU]/50 ug/1mL 3 mL	53132
INSULIN GLARGINE / LIXISENATIDE INJECTION PARENTERAL 100 [iU]/33 ug/1mL 3 mL	53133
GUSELKUMAB INJECTION, SOLUTION PARENTERAL 100 mg/1mL 1 mL	53140
COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 2000 [iU]	53142
DIPHTHERIA TOXOID / TETANUS TOXOID ADSORBED VACCINE (DT) (INFANTS & CHILDREN) INJECTION PARENTERAL 10 {dose} 5 mL	53145
LIDOCAINE HYDROCHLORIDE INJECTION, SOLUTION PARENTERAL 4 % 5 mL	53152
TOLVAPTAN TABLET ORAL 15 mg	53155
MIRABEGRON TABLET, EXTENDED RELEASE ORAL 25 mg	53163
TOFACITINIB (AS CITRATE) TABLET, EXTENDED RELEASE ORAL 11 mg	53171
VANCOMYCIN (AS HYDROCHLORIDE) POWDER, FOR SOLUTION ORAL 25 mg/1mL 100 mL	53172
OLAPARIB TABLET ORAL 100 mg	53176
BUDESONIDE / FORMOTEROL FUMARATE / GLYCOPYRRONIUM BROMIDE INHALANT RESPIRATORY 160 ug/5 ug/9 ug/1{dose} 120 {dose}	53177
EFAVIRENZ / LAMIVUDINE / TENOFOVIR DISOPROXIL FUMARATE TABLET ORAL 400 mg/300 mg/300 mg	53194
DOLUTEGRAVIR TABLET, ORALLY DISINTEGRATING ORAL 5 mg	53195
NOREPINEPHRINE (AS BITARTRATE) INJECTION, SOLUTION, CONCENTRATE PARENTERAL 0.5 mg/1mL 1 mL	53211
NOREPINEPHRINE (AS BITARTRATE) INJECTION, SOLUTION, CONCENTRATE PARENTERAL 0.5 mg/1mL 4 mL	53212
NOREPINEPHRINE (AS BITARTRATE) INJECTION, SOLUTION, CONCENTRATE PARENTERAL 0.5 mg/1mL 10 mL	53213
LIPID INFUSION 20% (2) INJECTION, SOLUTION INTRAVENOUS 5 %/6 %/6 %/3 % 100 mL	53214
LIPID INFUSION 20% (1) INJECTION, SOLUTION PARENTERAL 100 mg/100 mg/1mL 100 mL	53215
EPHEDRINE HYDROCHLORIDE INJECTION PARENTERAL 30 mg/1mL 1 mL	53223
MYCOPHENOLATE MOFETIL INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg	53228
DIPHTHERIA ANTITOXIN (EQUINE) INJECTION PARENTERAL 2000 [iU]/1mL 5 mL	53231
EPHEDRINE HYDROCHLORIDE TABLET ORAL 15 mg	53239
MINOXIDIL TABLET ORAL 2.5 mg	53249
LIDOCAINE HYDROCHLORIDE INJECTION PARENTERAL 2 % 50 mL	53253
BUPROPION / NALTREXONE TABLET, EXTENDED RELEASE ORAL 90 mg/8 mg	53260
FLUTICASONE PROPIONATE INHALANT RESPIRATORY 2 mg/2mL 2.5 mL	53265
TOLVAPTAN TABLET ORAL 30 mg	53266
PNEUMOCOCCAL VACCINE 15-VALENT INJECTION PARENTERAL  0.5 mL	53267
PNEUMOCOCCAL VACCINE 20-VALENT INJECTION PARENTERAL  0.5 mL	53268
ZIDOVUDINE TABLET ORAL 100 mg	53306
DIPHTHERIA TOXOID / TETANUS TOXOIDS ADSORBED VACCINE (Td) (ADULT) INJECTION PARENTERAL 14 {dose} 7 mL	53309
RABIES IMMUNE GLOBULIN INJECTION PARENTERAL 200 [iU]/1mL 5 mL	53314
MEASLES VACCINE, MONOVALENT INJECTION PARENTERAL 5 {dose}	53318
ROTAVIRUS VACCINE, PENTAVALENT, LIVE SOLUTION ORAL 1 {dose} 2 {dose}	53322
OCTREOTIDE (AS ACETATE) INJECTION,POWDER,EXTENDED RELEASE PARENTERAL 20 mg	53323
OCTREOTIDE (AS ACETATE) INJECTION,POWDER,EXTENDED RELEASE PARENTERAL 30 mg	53324
QUININE DIHYDROCHLORIDE INJECTION PARENTERAL 300 mg/1mL 2 mL	53325
CHLOROQUINE (AS PHOSPHATE) SUSPENSION ORAL 50 mg/5mL 120 mL	53339
MENINGOCOCCAL POLYSACCHARIDE CONJUGATE VACCINE A,C,Y,W,X INJECTION PARENTERAL 1 {dose} 0.5 mL	53343
MENINGOCOCCAL POLYSACCHARIDE CONJUGATE VACCINE A,C,Y,W,X INJECTION PARENTERAL 5 {dose} 2.5 mL	53344
CHLOROQUINE SYRUP ORAL 10 mg/1mL 120 mL	53349
CHLOROQUINE SYRUP ORAL 5 mg/1mL 120 mL	53350
CYCLOPHOSPHAMIDE INJECTION, SOLUTION PARENTERAL 200 mg/1mL 2.5 mL	53358
POLATUZUMAB VEDOTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 140 mg	53441
ZOLBETUXIMAB-CLZB INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 100 mg	53619
